date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2024-05-17,New Delhi,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-17,New Delhi,Lemon (Lime),101,116 - 128,121 - 167,1kg,resource/images/vegetables/lemon-64.png
2024-05-17,New Delhi,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-17,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-17,New Delhi,Mushroom,92,106 - 117,110 - 152,1kg,resource/images/vegetables/mushroom-64.png
2024-05-17,New Delhi,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-17,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-17,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-17,New Delhi,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-17,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-17,New Delhi,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2024-05-17,New Delhi,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-17,New Delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-17,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-17,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-18,New Delhi,Onion Big,27,31 - 34,32 - 45,1kg,resource/images/vegetables/onionbig-64.png
2024-05-18,New Delhi,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-18,New Delhi,Tomato,21,24 - 27,25 - 35,1kg,resource/images/vegetables/tomato-64.png
2024-05-18,New Delhi,Green Chilli,63,72 - 80,76 - 104,1kg,resource/images/vegetables/greenchili-64.png
2024-05-18,New Delhi,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-05-18,New Delhi,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-05-18,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-18,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-18,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-18,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-18,New Delhi,Baby Corn,60,69 - 76,72 - 99,1kg,resource/images/vegetables/babycorn-64.png
2024-05-18,New Delhi,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-18,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-18,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-18,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-18,New Delhi,Butter Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-18,New Delhi,Broad Beans,70,81 - 89,84 - 116,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-18,New Delhi,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-18,New Delhi,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
2024-05-18,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-18,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-18,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-18,New Delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-18,New Delhi,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-18,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-18,New Delhi,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2024-05-18,New Delhi,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2024-05-18,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-18,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-18,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-18,New Delhi,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
2024-05-18,New Delhi,Brinjal (Big),34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-18,New Delhi,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-18,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-18,New Delhi,French Beans,168,193 - 213,202 - 277,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-18,New Delhi,Garlic,273,314 - 347,328 - 450,1kg,resource/images/vegetables/garlic-64.png
2024-05-18,New Delhi,Ginger,131,151 - 166,157 - 216,1kg,resource/images/vegetables/ginger-64.png
2024-05-18,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-18,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-18,New Delhi,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-18,New Delhi,Lemon (Lime),101,116 - 128,121 - 167,1kg,resource/images/vegetables/lemon-64.png
2024-05-18,New Delhi,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-18,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-18,New Delhi,Mushroom,92,106 - 117,110 - 152,1kg,resource/images/vegetables/mushroom-64.png
2024-05-18,New Delhi,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-18,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-18,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-18,New Delhi,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-18,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-18,New Delhi,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2024-05-18,New Delhi,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-18,New Delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-18,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-18,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-19,New Delhi,Onion Big,27,31 - 34,32 - 45,1kg,resource/images/vegetables/onionbig-64.png
2024-05-19,New Delhi,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-19,New Delhi,Tomato,21,24 - 27,25 - 35,1kg,resource/images/vegetables/tomato-64.png
2024-05-19,New Delhi,Green Chilli,63,72 - 80,76 - 104,1kg,resource/images/vegetables/greenchili-64.png
2024-05-19,New Delhi,Beetroot,36,41 - 46,43 - 59,1kg,resource/images/vegetables/beetroot-64.png
2024-05-19,New Delhi,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-05-19,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
2024-05-19,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-19,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-19,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-19,New Delhi,Baby Corn,60,69 - 76,72 - 99,1kg,resource/images/vegetables/babycorn-64.png
2024-05-19,New Delhi,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-19,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
2024-05-19,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-19,New Delhi,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-19,New Delhi,Butter Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-19,New Delhi,Broad Beans,70,81 - 89,84 - 116,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-19,New Delhi,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-19,New Delhi,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
2024-05-19,New Delhi,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-19,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-19,New Delhi,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
2024-05-19,New Delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-19,New Delhi,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
2024-05-19,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-19,New Delhi,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2024-05-19,New Delhi,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
2024-05-19,New Delhi,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-19,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-19,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-19,New Delhi,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
2024-05-19,New Delhi,Brinjal (Big),34,39 - 43,41 - 56,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-19,New Delhi,Elephant Yam,36,41 - 46,43 - 59,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-19,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-19,New Delhi,French Beans,168,193 - 213,202 - 277,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-19,New Delhi,Garlic,273,314 - 347,328 - 450,1kg,resource/images/vegetables/garlic-64.png
2024-05-19,New Delhi,Ginger,131,151 - 166,157 - 216,1kg,resource/images/vegetables/ginger-64.png
2024-05-19,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-19,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-19,New Delhi,Ivy Gourd,28,32 - 36,34 - 46,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-19,New Delhi,Lemon (Lime),101,116 - 128,121 - 167,1kg,resource/images/vegetables/lemon-64.png
2024-05-19,New Delhi,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-19,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-19,New Delhi,Mushroom,92,106 - 117,110 - 152,1kg,resource/images/vegetables/mushroom-64.png
2024-05-19,New Delhi,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-19,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-19,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-19,New Delhi,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2024-05-19,New Delhi,Ridge Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-19,New Delhi,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2024-05-19,New Delhi,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-19,New Delhi,Sorrel Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-19,New Delhi,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
2024-05-19,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-20,New Delhi,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
2024-05-20,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-20,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-05-20,New Delhi,Green Chilli,70,81 - 89,84 - 116,1kg,resource/images/vegetables/greenchili-64.png
2024-05-20,New Delhi,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
2024-05-20,New Delhi,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-05-20,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-20,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-20,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-20,New Delhi,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-20,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-05-20,New Delhi,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-20,New Delhi,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
2024-05-20,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-20,New Delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-20,New Delhi,Butter Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-20,New Delhi,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-20,New Delhi,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-20,New Delhi,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
2024-05-20,New Delhi,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-20,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-20,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-05-20,New Delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-20,New Delhi,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-20,New Delhi,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-20,New Delhi,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
2024-05-20,New Delhi,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-05-20,New Delhi,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-20,New Delhi,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-20,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-20,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-20,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-20,New Delhi,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-20,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-20,New Delhi,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-20,New Delhi,Garlic,258,297 - 328,310 - 426,1kg,resource/images/vegetables/garlic-64.png
2024-05-20,New Delhi,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-05-20,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-20,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-20,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-20,New Delhi,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
2024-05-20,New Delhi,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-20,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-20,New Delhi,Mushroom,92,106 - 117,110 - 152,1kg,resource/images/vegetables/mushroom-64.png
2024-05-20,New Delhi,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-20,New Delhi,Ladies Finger,42,48 - 53,50 - 69,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-20,New Delhi,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-20,New Delhi,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
2024-05-20,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-20,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-05-20,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-20,New Delhi,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-20,New Delhi,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2024-05-20,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-21,New Delhi,Onion Big,23,26 - 29,28 - 38,1kg,resource/images/vegetables/onionbig-64.png
2024-05-21,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-21,New Delhi,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
2024-05-21,New Delhi,Green Chilli,70,81 - 89,84 - 116,1kg,resource/images/vegetables/greenchili-64.png
2024-05-21,New Delhi,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
2024-05-21,New Delhi,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
2024-05-21,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2024-05-21,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-21,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
2024-05-21,New Delhi,Ash gourd,20,23 - 25,24 - 33,1kg,resource/images/vegetables/ashgourd-64.png
2024-05-21,New Delhi,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2024-05-21,New Delhi,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
2024-05-21,New Delhi,Capsicum,46,53 - 58,55 - 76,1kg,resource/images/vegetables/capsicum-64.png
2024-05-21,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2024-05-21,New Delhi,Bottle Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bottlegourd-64.png
2024-05-21,New Delhi,Butter Beans,52,60 - 66,62 - 86,1kg,resource/images/vegetables/butterbeans-64.png
2024-05-21,New Delhi,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2024-05-21,New Delhi,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2024-05-21,New Delhi,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
2024-05-21,New Delhi,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
2024-05-21,New Delhi,Cluster beans,43,49 - 55,52 - 71,1kg,resource/images/vegetables/clusterbeans-64.png
2024-05-21,New Delhi,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2024-05-21,New Delhi,Colocasia Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/colocasialeaves-64.png
2024-05-21,New Delhi,Colocasia,25,29 - 32,30 - 41,1kg,resource/images/vegetables/colocasia-64.png
2024-05-21,New Delhi,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
2024-05-21,New Delhi,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
2024-05-21,New Delhi,Cucumber,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cucumber-64.png
2024-05-21,New Delhi,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
2024-05-21,New Delhi,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2024-05-21,New Delhi,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
2024-05-21,New Delhi,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2024-05-21,New Delhi,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2024-05-21,New Delhi,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
2024-05-21,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
2024-05-21,New Delhi,French Beans,175,201 - 222,210 - 289,1kg,resource/images/vegetables/frenchbeans-64.png
2024-05-21,New Delhi,Garlic,258,297 - 328,310 - 426,1kg,resource/images/vegetables/garlic-64.png
2024-05-21,New Delhi,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
2024-05-21,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
2024-05-21,New Delhi,Green Peas,41,47 - 52,49 - 68,1kg,resource/images/vegetables/greenpeas-64.png
2024-05-21,New Delhi,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
2024-05-21,New Delhi,Lemon (Lime),102,117 - 130,122 - 168,1kg,resource/images/vegetables/lemon-64.png
2024-05-21,New Delhi,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
2024-05-21,New Delhi,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
2024-05-21,New Delhi,Mushroom,92,106 - 117,110 - 152,1kg,resource/images/vegetables/mushroom-64.png
2024-05-21,New Delhi,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
2024-05-21,New Delhi,Ladies Finger,42,48 - 53,50 - 69,1kg,resource/images/vegetables/ladiesfinger-64.png
2024-05-21,New Delhi,Pumpkin,18,21 - 23,22 - 30,1kg,resource/images/vegetables/pumpkin-64.png
2024-05-21,New Delhi,Radish,35,40 - 44,42 - 58,1kg,resource/images/vegetables/radish-64.png
2024-05-21,New Delhi,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
2024-05-21,New Delhi,Shallot (Pearl Onion),34,39 - 43,41 - 56,1kg,resource/images/vegetables/shallot-64.png
2024-05-21,New Delhi,Snake Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/snakegourd-64.png
2024-05-21,New Delhi,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2024-05-21,New Delhi,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
2024-05-21,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2024-05-22,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
2024-05-22,New Delhi,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2024-05-22,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
2024-05-22,New Delhi,Green Chilli,69,79 - 88,83 - 114,1kg,resource/images/vegetables/greenchili-64.png
2024-05-22,New Delhi,Beetroot,35,40 - 44,42 - 58,1kg,resource/images/vegetables/beetroot-64.png
2024-05-22,New Delhi,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
2024-05-22,New Delhi,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2024-05-22,New Delhi,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
2024-05-22,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
2024-05-22,New Delhi,Ash gourd,16,18 - 20,19 - 26,1kg,resource/images/vegetables/ashgourd-64.png
